"29-MAPEH8","10:20-11:20","Tuesday","2020-02-22 23:00:48","admin"
"29-TLE8","10:20-11:20","Wednesday","2020-02-22 23:00:52","admin"
"29-ENG8","10:20-11:20","Thursday","2020-02-22 23:00:55","admin"
"29-MAPEH8","10:20-11:20","Friday","2020-02-22 23:01:00","admin"
"29-SCI8A","11:20-12:20","Monday","2020-02-22 23:01:07","admin"
"29-SCI8A","11:20-12:20","Tuesday","2020-02-22 23:01:09","admin"
"29-TLE8","11:20-12:20","Wednesday","2020-02-22 23:01:13","admin"
"29-SCI8A","11:20-12:20","Thursday","2020-02-22 23:01:15","admin"
"29-SCI8A","11:20-12:20","Friday","2020-02-22 23:01:17","admin"
"29-RESEARCH8","1:00-2:00","Monday","2020-02-22 23:02:11","admin"
"29-RESEARCH8","1:00-2:00","Tuesday","2020-02-22 23:02:12","admin"
"29-RESEARCH8","1:00-2:00","Thursday","2020-02-22 23:02:14","admin"
"29-RESEARCH8","1:00-2:00","Friday","2020-02-22 23:02:16","admin"
"29-MAPEH8","1:00-2:00","Wednesday","2020-02-22 23:02:20","admin"
"29-ENG8","2:00-3:00","Monday","2020-02-22 23:02:27","admin"
"29-ENG8","2:00-3:00","Tuesday","2020-02-22 23:02:28","admin"
"29-FIL8","2:00-3:00","Wednesday","2020-02-22 23:02:33","admin"
"29-ENG8","2:00-3:00","Thursday","2020-02-22 23:02:35","admin"
"29-FIL8","3:00-4:00","Monday","2020-02-22 23:02:40","admin"
"29-FIL8","3:00-4:00","Tuesday","2020-02-22 23:02:42","admin"
"29-FIL8","3:00-4:00","Thursday","2020-02-22 23:02:45","admin"
"30-TLE8","6:00-7:00","Tuesday","2020-02-22 23:03:05","admin"
"30-TLE8","6:00-7:00","Thursday","2020-02-22 23:03:06","admin"
"30-TLE8","6:00-7:00","Friday","2020-02-22 23:03:08","admin"
"30-ESP8","7:00-8:00","Monday","2020-02-22 23:03:15","admin"
"30-MATH8A","7:00-8:00","Tuesday","2020-02-22 23:03:16","admin"
"30-MATH8A","7:00-8:00","Wednesday","2020-02-22 23:03:18","admin"
"30-MATH8A","7:00-8:00","Thursday","2020-02-22 23:03:20","admin"
"30-TLE8","6:00-7:00","Monday","2020-02-22 23:03:40","admin"
"30-ESP8","6:00-7:00","Wednesday","2020-02-22 23:03:43","admin"
"30-MATH8A","7:00-8:00","Friday","2020-02-22 23:04:13","admin"
"30-ESP8","8:00-9:00","Tuesday","2020-02-22 23:04:20","admin"
"30-AP8","8:00-9:00","Wednesday","2020-02-22 23:04:21","admin"
"30-AP8","8:00-9:00","Thursday","2020-02-22 23:04:23","admin"
"30-RESEARCH8","8:00-9:00","Friday","2020-02-22 23:04:27","admin"
"30-SCI8B","9:20-10:20","Tuesday","2020-02-22 23:04:36","admin"
"30-SCI8B","9:20-10:20","Wednesday","2020-02-22 23:04:39","admin"
"30-SCI8B","9:20-10:20","Thursday","2020-02-22 23:04:41","admin"
"30-RESEARCH8","9:20-10:20","Friday","2020-02-22 23:04:44","admin"
"30-MATH8B","10:20-11:20","Monday","2020-02-22 23:04:49","admin"
"30-MATH8B","10:20-11:20","Tuesday","2020-02-22 23:04:51","admin"
"30-RESEARCH8","10:20-11:20","Wednesday","2020-02-22 23:04:55","admin"
"30-MATH8B","10:20-11:20","Thursday","2020-02-22 23:04:56","admin"
"30-MATH8B","10:20-11:20","Friday","2020-02-22 23:04:58","admin"
"30-RESEARCH8","11:20-12:20","Monday","2020-02-22 23:05:01","admin"
"30-ENG8","11:20-12:20","Thursday","2020-02-22 23:05:08","admin"
"30-MAPEH8","11:20-12:20","Friday","2020-02-22 23:05:11","admin"
"30-FIL8","1:00-2:00","Monday","2020-02-22 23:05:17","admin"
"30-FIL8","1:00-2:00","Tuesday","2020-02-22 23:05:19","admin"
"30-FIL8","1:00-2:00","Wednesday","2020-02-22 23:05:21","admin"
"30-HOMEROOM8","1:00-2:00","Thursday","2020-02-22 23:05:23","admin"
"30-FIL8","1:00-2:00","Friday","2020-02-22 23:05:25","admin"
"30-SCI8A","2:00-3:00","Tuesday","2020-02-22 23:05:33","admin"
"30-SCI8A","2:00-3:00","Wednesday","2020-02-22 23:05:37","admin"
"30-MAPEH8","2:00-3:00","Thursday","2020-02-22 23:05:40","admin"
"30-ENG8","3:00-4:00","Monday","2020-02-22 23:05:48","admin"
"30-ENG8","3:00-4:00","Tuesday","2020-02-22 23:05:50","admin"
"30-MAPEH8","3:00-4:00","Wednesday","2020-02-22 23:05:54","admin"
"30-SCI8A","3:00-4:00","Thursday","2020-02-22 23:05:56","admin"
"31-SCI9A","6:00-7:00","Tuesday","2020-02-22 23:06:19","admin"
"31-SCI9A","6:00-7:00","Wednesday","2020-02-22 23:06:22","admin"
"31-SCI9A","6:00-7:00","Friday","2020-02-22 23:06:23","admin"
"31-TLE9","7:00-8:00","Tuesday","2020-02-22 23:06:32","admin"
"31-TLE9","7:00-8:00","Thursday","2020-02-22 23:06:34","admin"
"31-TLE9","7:00-8:00","Friday","2020-02-22 23:06:35","admin"
"31-AP9","7:00-8:00","Wednesday","2020-02-22 23:06:38","admin"
"31-SCI9A","6:00-7:00","Monday","2020-02-22 23:07:04","admin"
"31-AP9","6:00-7:00","Thursday","2020-02-22 23:07:07","admin"
"31-TLE9","7:00-8:00","Monday","2020-02-22 23:07:12","admin"
"31-SCI9B","8:00-9:00","Tuesday","2020-02-22 23:07:57","admin"
"31-SCI9B","8:00-9:00","Wednesday","2020-02-22 23:07:58","admin"
"31-SCI9B","8:00-9:00","Thursday","2020-02-22 23:08:01","admin"
"31-AP9","8:00-9:00","Friday","2020-02-22 23:08:03","admin"
"31-MATH9B","9:20-10:20","Tuesday","2020-02-22 23:08:11","admin"
"31-MATH9B","9:20-10:20","Wednesday","2020-02-22 23:08:12","admin"
"31-MATH9B","9:20-10:20","Thursday","2020-02-22 23:08:14","admin"
"31-FOLA9","10:20-11:20","Tuesday","2020-02-22 23:08:22","admin"
"31-FOLA9","10:20-11:20","Wednesday","2020-02-22 23:08:24","admin"
"31-ESP9","10:20-11:20","Thursday","2020-02-22 23:08:27","admin"
"31-FOLA9","10:20-11:20","Friday","2020-02-22 23:08:29","admin"
"31-MATH9A","11:20-12:20","Tuesday","2020-02-22 23:08:34","admin"
"31-ESP9","11:20-12:20","Wednesday","2020-02-22 23:08:38","admin"
"31-MATH9A","11:20-12:20","Thursday","2020-02-22 23:08:40","admin"
"31-MATH9A","11:20-12:20","Friday","2020-02-22 23:08:41","admin"
"31-ENG9","1:00-2:00","Monday","2020-02-22 23:08:48","admin"
"31-ENG9","1:00-2:00","Tuesday","2020-02-22 23:08:49","admin"
"31-ENG9","1:00-2:00","Wednesday","2020-02-22 23:08:53","admin"
"31-ENG9","1:00-2:00","Friday","2020-02-22 23:08:55","admin"
"31-FIL9","2:00-3:00","Wednesday","2020-02-22 23:09:05","admin"
"31-FIL9","2:00-3:00","Thursday","2020-02-22 23:09:07","admin"
"31-MAPEH9","2:00-3:00","Friday","2020-02-22 23:09:09","admin"
"31-MAPEH9","3:00-4:00","Monday","2020-02-22 23:09:12","admin"
"31-MAPEH9","3:00-4:00","Thursday","2020-02-22 23:09:15","admin"
"31-FIL9","3:00-4:00","Friday","2020-02-22 23:09:17","admin"
"32-AP9","6:00-7:00","Monday","2020-02-22 23:09:42","admin"
"32-AP9","6:00-7:00","Tuesday","2020-02-22 23:09:44","admin"
"32-AP9","6:00-7:00","Wednesday","2020-02-22 23:09:46","admin"
"32-ESP9","6:00-7:00","Thursday","2020-02-22 23:09:58","admin"
"32-ESP9","6:00-7:00","Friday","2020-02-22 23:10:00","admin"
"32-SCI9A","7:00-8:00","Tuesday","2020-02-22 23:10:14","admin"
"32-SCI9A","7:00-8:00","Wednesday","2020-02-22 23:10:15","admin"
"32-SCI9A","7:00-8:00","Friday","2020-02-22 23:10:17","admin"
"32-ESP9","7:00-8:00","Thursday","2020-02-22 23:10:19","admin"
"32-TLE9","8:00-9:00","Monday","2020-02-22 23:10:22","admin"
"32-TLE9","8:00-9:00","Tuesday","2020-02-22 23:10:24","admin"
"32-TLE9","8:00-9:00","Wednesday","2020-02-22 23:10:25","admin"
"32-TLE9","8:00-9:00","Thursday","2020-02-22 23:10:27","admin"
"32-SCI9B","9:20-10:20","Monday","2020-02-22 23:10:38","admin"
"32-SCI9B","9:20-10:20","Tuesday","2020-02-22 23:10:40","admin"
"32-SCI9B","9:20-10:20","Wednesday","2020-02-22 23:10:43","admin"
"32-SCI9B","9:20-10:20","Thursday","2020-02-22 23:10:44","admin"
"32-SCI9A","7:00-8:00","Monday","2020-02-22 23:11:09","admin"
"32-MATH9B","8:00-9:00","Friday","2020-02-22 23:11:14","admin"
"32-HOMEROOM9","9:20-10:20","Friday","2020-02-22 23:11:20","admin"
"32-MATH9B","10:20-11:20","Monday","2020-02-22 23:11:24","admin"
"32-MATH9B","10:20-11:20","Wednesday","2020-02-22 23:11:35","admin"
"32-MATH9B","10:20-11:20","Thursday","2020-02-22 23:11:37","admin"
"32-FIL9","10:20-11:20","Friday","2020-02-22 23:11:39","admin"
"32-FOLA9","11:20-12:20","Monday","2020-02-22 23:11:45","admin"
"32-FOLA9","11:20-12:20","Tuesday","2020-02-22 23:11:46","admin"
"32-FIL9","11:20-12:20","Wednesday","2020-02-22 23:11:48","admin"
"32-FOLA9","11:20-12:20","Thursday","2020-02-22 23:11:50","admin"
"32-FOLA9","11:20-12:20","Friday","2020-02-22 23:11:51","admin"
"32-MAPEH9","1:00-2:00","Monday","2020-02-22 23:11:58","admin"
"32-MAPEH9","1:00-2:00","Tuesday","2020-02-22 23:12:01","admin"
"32-MATH9A","1:00-2:00","Wednesday","2020-02-22 23:12:03","admin"
"32-ENG9","1:00-2:00","Thursday","2020-02-22 23:12:06","admin"
"32-MAPEH9","1:00-2:00","Friday","2020-02-22 23:12:14","admin"
"32-FIL9","2:00-3:00","Monday","2020-02-22 23:12:20","admin"
"32-MATH9A","2:00-3:00","Tuesday","2020-02-22 23:12:23","admin"
"32-MAPEH9","2:00-3:00","Wednesday","2020-02-22 23:12:27","admin"
"32-MATH9A","2:00-3:00","Thursday","2020-02-22 23:12:29","admin"
"32-MATH9A","2:00-3:00","Friday","2020-02-22 23:12:30","admin"
"32-ENG9","3:00-4:00","Wednesday","2020-02-22 23:12:35","admin"
"32-ENG9","3:00-4:00","Thursday","2020-02-22 23:12:37","admin"
"32-ENG9","3:00-4:00","Friday","2020-02-22 23:12:39","admin"
"33-ENG10","6:00-7:00","Tuesday","2020-02-22 23:13:03","admin"
"33-ENG10","6:00-7:00","Thursday","2020-02-22 23:13:05","admin"
"33-ENG10","6:00-7:00","Friday","2020-02-22 23:13:07","admin"
"33-FOLA10","7:00-8:00","Monday","2020-02-22 23:13:14","admin"
"33-AP10","7:00-8:00","Tuesday","2020-02-22 23:13:17","admin"
"33-FOLA10","7:00-8:00","Wednesday","2020-02-22 23:13:19","admin"
"33-FOLA10","7:00-8:00","Thursday","2020-02-22 23:13:20","admin"
"33-FOLA10","7:00-8:00","Friday","2020-02-22 23:13:21","admin"
"33-MATH10A","8:00-9:00","Tuesday","2020-02-22 23:13:59","admin"
"33-MATH10A","8:00-9:00","Wednesday","2020-02-22 23:14:02","admin"
"33-ESP10","8:00-9:00","Thursday","2020-02-22 23:14:06","admin"
"33-MATH10A","8:00-9:00","Friday","2020-02-22 23:14:08","admin"
"33-AP10","9:20-10:20","Monday","2020-02-22 23:14:15","admin"
"33-SCI10A","9:20-10:20","Wednesday","2020-02-22 23:14:18","admin"
"33-SCI10A","9:20-10:20","Thursday","2020-02-22 23:14:20","admin"
"33-SCI10A","9:20-10:20","Friday","2020-02-22 23:14:21","admin"
"33-TLE10","10:20-11:20","Tuesday","2020-02-22 23:14:33","admin"
"33-ESP10","10:20-11:20","Wednesday","2020-02-22 23:14:37","admin"
"33-TLE10","10:20-11:20","Thursday","2020-02-22 23:14:40","admin"
"33-TLE10","10:20-11:20","Friday","2020-02-22 23:14:41","admin"
"33-FIL10","11:20-12:20","Monday","2020-02-22 23:14:48","admin"
"33-ESP10","11:20-12:20","Tuesday","2020-02-22 23:14:52","admin"
"33-FIL10","11:20-12:20","Thursday","2020-02-22 23:15:00","admin"
"33-FIL10","11:20-12:20","Friday","2020-02-22 23:15:01","admin"
"33-MATH10B","1:00-2:00","Monday","2020-02-22 23:15:06","admin"
"33-FIL10","1:00-2:00","Wednesday","2020-02-22 23:15:13","admin"
"33-MATH10B","1:00-2:00","Thursday","2020-02-22 23:15:17","admin"
"33-MATH10B","1:00-2:00","Friday","2020-02-22 23:15:19","admin"
"33-SCI10B","2:00-3:00","Monday","2020-02-22 23:15:30","admin"
"33-SCI10B","2:00-3:00","Tuesday","2020-02-22 23:15:32","admin"
"33-MAPEH10","2:00-3:00","Wednesday","2020-02-22 23:15:39","admin"
"33-SCI10B","2:00-3:00","Thursday","2020-02-22 23:15:43","admin"
"33-SCI10B","2:00-3:00","Friday","2020-02-22 23:15:44","admin"
"33-MAPEH10","3:00-4:00","Monday","2020-02-22 23:15:49","admin"
"33-ENG10","6:00-7:00","Monday","2020-02-22 23:16:54","admin"
"33-AP10","6:00-7:00","Wednesday","2020-02-22 23:16:58","admin"
"33-MATH10A","8:00-9:00","Monday","2020-02-22 23:17:06","admin"
"33-SCI10A","9:20-10:20","Tuesday","2020-02-22 23:17:10","admin"
"33-TLE10","10:20-11:20","Monday","2020-02-22 23:17:16","admin"
"33-MATH10B","11:20-12:20","Wednesday","2020-02-22 23:17:23","admin"
"33-HOMEROOM10","1:00-2:00","Tuesday","2020-02-22 23:17:27","admin"
"33-MAPEH10","3:00-4:00","Tuesday","2020-02-22 23:17:34","admin"
"33-MAPEH10","3:00-4:00","Friday","2020-02-22 23:18:28","admin"
